Batting,,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details,Game_num
Ramon Urias 3B,Jun 1,4,1,1,1,0,2,4,0.233,0.279,0.384,0.663,17,15,-0.032,0.71,0.038,-0.07%,-0.01%,0.29,-0.1,0,1,HR,1
Rougned Odor 2B,Jun 1,3,2,1,3,1,0,4,0.223,0.261,0.419,0.68,16,11,0.222,0.66,0.233,-0.01%,0.05%,0.27,2.4,1,7,HR,1
Robinson Chirinos C,Jun 1,3,0,0,0,1,2,4,0.137,0.239,0.242,0.481,19,12,-0.021,0.22,0,-0.02%,-0.01%,0.09,-0.2,8,1,,1
Jorge Mateo SS,Jun 1,4,0,0,0,0,1,4,0.22,0.251,0.354,0.605,13,11,-0.03,0.32,0,-0.03%,-0.01%,0.13,-1.3,2,4,GDP,1
Cedric Mullins CF,Jun 2,4,1,2,2,1,0,5,0.245,0.306,0.382,0.688,24,15,0.305,1.63,0.384,-0.08%,0.08%,0.69,2.3,0,1,2·2B,1
Trey Mancini DH,Jun 2,5,1,1,0,0,1,5,0.305,0.374,0.422,0.797,23,14,-0.116,1.4,0.041,-0.16%,-0.03%,0.6,-0.7,,,2B,1
Anthony Santander RF,Jun 2,5,0,1,0,0,2,5,0.231,0.335,0.409,0.743,20,13,-0.085,1.33,0.054,-0.14%,-0.02%,0.57,-0.5,1,0,,1
Austin Hays LF,Jun 2,5,1,2,2,0,1,5,0.302,0.373,0.453,0.826,13,10,-0.043,1.77,0.18,-0.22%,-0.01%,0.76,0.8,3,1,,1
Ryan Mountcastle 1B,Jun 2,4,0,1,1,1,1,5,0.264,0.305,0.423,0.728,22,13,-0.089,1.89,0.113,-0.20%,-0.02%,0.81,0.1,12,1,2B,1
Adley Rutschman C,Jun 2,4,1,0,0,0,1,5,0.163,0.265,0.233,0.498,21,11,-0.213,1.9,0.03,-0.24%,-0.06%,0.81,-1,8,1,HBP,1
Ramon Urias 3B,Jun 2,4,1,1,1,0,0,4,0.233,0.278,0.387,0.665,17,10,0.038,1.15,0.119,-0.08%,0.01%,0.49,0.5,1,3,2B,1
Rougned Odor 2B,Jun 2,3,1,0,0,0,1,4,0.219,0.261,0.411,0.671,17,12,-0.021,1.08,0.039,-0.06%,-0.01%,0.46,-0.2,3,4,HBP,1
Chris Owings SS,Jun 2,3,0,0,0,0,0,3,0.107,0.254,0.143,0.397,5,4,-0.062,1.29,0,-0.06%,-0.02%,0.55,-0.5,1,1,,1
Cedric Mullins CF,Jun 3,4,0,0,0,0,2,4,0.241,0.301,0.375,0.676,17,13,-0.053,0.5,0,-0.05%,-0.01%,0.17,-1.3,7,1,,1
Trey Mancini DH,Jun 3,4,1,2,2,0,1,4,0.309,0.377,0.429,0.806,16,11,0.002,0.3,0.023,-0.02%,0%,0.1,1.6,,,2B,1
Anthony Santander RF,Jun 3,3,0,1,1,1,2,4,0.233,0.338,0.407,0.745,13,9,0.016,0.42,0.039,-0.02%,0.00%,0.14,0.6,2,0,,1
Austin Hays LF,Jun 3,4,0,0,0,0,3,4,0.295,0.366,0.443,0.808,17,13,-0.058,0.53,0,-0.06%,-0.01%,0.18,-0.8,2,0,,1
Ryan Mountcastle 1B,Jun 3,3,0,0,0,1,0,4,0.259,0.303,0.416,0.719,15,8,0.01,0.54,0.041,-0.03%,0.00%,0.18,-0.1,13,1,,1
Adley Rutschman C,Jun 3,4,0,0,0,0,3,4,0.149,0.245,0.213,0.458,23,14,-0.064,0.68,0,-0.06%,-0.01%,0.23,-0.8,0,1,,1
Rougned Odor 2B,Jun 3,4,1,1,0,0,1,4,0.219,0.261,0.406,0.667,15,11,-0.029,0.47,0.014,-0.04%,-0.01%,0.16,0.3,0,4,,1
Tyler Nevin 3B,Jun 3,3,1,1,0,0,1,3,0.227,0.307,0.288,0.595,7,6,-0.013,0.46,0.015,-0.03%,0.00%,0.15,0.3,1,0,,1
Jorge Mateo SS,Jun 3,3,0,0,0,0,2,3,0.214,0.246,0.345,0.591,12,9,-0.041,0.56,0,-0.04%,-0.01%,0.19,-1,1,5,,1
Cedric Mullins CF,Jun 4,3,1,0,0,1,1,4,0.237,0.3,0.37,0.67,17,10,-0.027,0.76,0.031,-0.06%,-0.01%,0.23,-0.4,3,0,,1
Trey Mancini 1B,Jun 4,3,2,1,1,1,0,4,0.309,0.379,0.443,0.822,12,5,0.126,0.78,0.151,-0.03%,0.02%,0.24,1.1,9,1,HR,1
Anthony Santander RF,Jun 4,4,0,1,0,0,0,4,0.233,0.336,0.404,0.74,10,7,-0.073,0.94,0.007,-0.08%,-0.01%,0.29,-0.6,7,0,,1
Austin Hays LF,Jun 4,4,1,1,3,0,1,4,0.294,0.364,0.455,0.818,11,8,0.276,0.94,0.321,-0.05%,0.05%,0.28,2.1,0,0,HR,1
Ryan Mountcastle DH,Jun 4,3,0,0,0,0,0,3,0.254,0.298,0.408,0.707,12,7,-0.047,0.63,0,-0.05%,-0.01%,0.19,-0.5,,,,1
Rougned Odor 2B,Jun 4,2,1,1,1,1,0,3,0.223,0.268,0.427,0.695,14,6,0.092,0.57,0.103,-0.01%,0.02%,0.18,1.2,2,4,HR,1
Ramon Urias 3B,Jun 4,3,0,0,0,0,1,3,0.229,0.274,0.38,0.653,9,8,-0.06,0.82,0,-0.06%,-0.01%,0.25,-0.7,0,1,,1
Robinson Chirinos C,Jun 4,3,0,0,0,0,0,3,0.133,0.232,0.235,0.467,7,5,-0.046,0.58,0,-0.05%,-0.01%,0.18,-0.5,3,2,,1
Jorge Mateo SS,Jun 4,3,0,0,0,0,1,3,0.211,0.242,0.339,0.581,5,5,-0.042,0.55,0,-0.04%,-0.01%,0.17,-0.4,2,4,,1
Austin Hays LF,Jun 5,4,0,0,0,0,1,4,0.288,0.357,0.445,0.802,14,8,-0.254,1.91,0,-0.25%,-0.05%,0.68,-1.7,2,0,,1
Trey Mancini DH,Jun 5,3,1,0,0,0,1,4,0.305,0.377,0.437,0.813,19,11,-0.126,1.78,0.042,-0.17%,-0.03%,0.63,-0.6,,,HBP,1
Anthony Santander RF,Jun 5,4,0,0,0,0,1,4,0.228,0.33,0.396,0.726,9,8,-0.132,1.35,0,-0.13%,-0.03%,0.48,-0.8,6,0,,1
Ryan Mountcastle 1B,Jun 5,3,1,1,2,1,0,4,0.256,0.303,0.424,0.727,16,9,0.169,1.13,0.219,-0.05%,0.04%,0.4,1.5,5,0,HR,1
Ramon Urias 3B,Jun 5,4,0,0,0,0,3,4,0.224,0.268,0.371,0.638,27,18,-0.122,1.15,0,-0.12%,-0.03%,0.41,-0.6,1,1,,1
Adley Rutschman C,Jun 5,4,0,0,0,0,1,4,0.137,0.228,0.196,0.424,19,15,0.062,1.56,0.134,-0.07%,0.01%,0.56,-0.1,7,0,,1
Rougned Odor 2B,Jun 5,3,0,1,0,1,1,4,0.225,0.273,0.425,0.698,23,14,-0.198,2.27,0.109,-0.31%,-0.04%,0.81,-0.4,2,1,GDP,1
Ryan McKenna CF,Jun 5,3,0,2,0,1,0,4,0.255,0.333,0.34,0.674,14,7,0.216,1.81,0.261,-0.05%,0.05%,0.64,1.6,1,0,2B,1
Jorge Mateo SS,Jun 5,2,0,0,0,0,2,2,0.208,0.239,0.335,0.574,9,7,-0.109,1.69,0,-0.11%,-0.02%,0.6,-0.9,2,3,,1
Cedric Mullins CF,Jun7,4,1,1,1,0,0,4,0.237,0.298,0.379,0.677,9,9,0.097,0.3,0.105,-0.01%,0.02%,0.09,0.6,4,0,HR,1
Trey Mancini DH,Jun 7,4,1,1,1,0,1,4,0.303,0.374,0.448,0.822,15,10,0.094,0.29,0.101,-0.01%,0.02%,0.09,0.4,,,HR,1
Anthony Santander RF,Jun 7,2,1,1,0,2,0,4,0.231,0.338,0.397,0.735,24,12,0.04,0.28,0.042,0.00%,0.01%,0.09,0.9,0,0,,1
Austin Hays LF,Jun 7,4,2,2,2,0,0,4,0.292,0.359,0.467,0.826,10,7,0.036,0.47,0.066,-0.03%,0.01%,0.14,1.7,4,0,"HR,2B,GDP",1
Ryan Mountcastle 1B,Jun 7,3,0,1,1,0,1,4,0.257,0.302,0.429,0.73,8,7,-0.041,0.26,0.002,-0.04%,-0.01%,0.07,-0.7,8,0,"2B,SF,GDP",1
Adley Rutschman C,Jun 7,4,0,1,0,0,0,4,0.145,0.23,0.2,0.43,13,9,-0.024,0.24,0,-0.03%,0.00%,0.07,-0.4,6,1,,1
Rougned Odor 2B,Jun 7,3,1,0,0,0,2,4,0.221,0.273,0.417,0.69,17,11,0.018,0.18,0.022,0.00%,0.00%,0.05,-0.4,2,5,HBP,1
Ramon Urias 3B,Jun 7,3,2,1,1,0,2,4,0.225,0.273,0.387,0.66,17,12,0.041,0.31,0.043,0.00%,0.01%,0.09,0.9,2,2,"HR,HBP",1
Jorge Mateo SS,Jun 7,3,1,1,3,0,1,3,0.21,0.24,0.352,0.593,10,6,0.182,0.6,0.184,0.00%,0.03%,0.18,2,1,2,HR,1
Cedric Mullins CF,Jun 9,5,1,2,1,0,2,5,0.24,0.3,0.389,0.689,24,17,0.037,1.02,0.131,-0.09%,0.01%,0.31,0.7,5,0,2·2B,1
Trey Mancini DH,Jun 9,3,1,1,1,2,0,5,0.304,0.379,0.446,0.825,20,8,0.115,1.48,0.128,-0.01%,0.02%,0.45,1,,,,1
Austin Hays RF,Jun 9,5,1,2,1,0,0,5,0.295,0.36,0.465,0.825,11,8,-0.097,1.93,0.085,-0.18%,-0.02%,0.59,-0.4,3,0,,1
Ryan Mountcastle 1B,Jun 9,5,0,1,2,0,3,5,0.256,0.299,0.428,0.727,20,12,0.134,1.25,0.231,-0.10%,0.03%,0.38,0.9,9,2,2B,1
Anthony Santander LF,Jun 9,5,0,1,0,0,0,5,0.23,0.335,0.392,0.727,16,11,-0.062,0.94,0.038,-0.10%,-0.01%,0.29,-0.5,1,0,,1
Tyler Nevin 3B,Jun 9,4,0,2,0,1,1,5,0.243,0.325,0.3,0.625,25,12,0.027,1,0.077,-0.05%,0.01%,0.31,0.1,0,4,,1
Rougned Odor 2B,Jun 9,3,1,0,0,2,0,5,0.217,0.276,0.41,0.686,25,13,-0.051,1.34,0.05,-0.10%,-0.01%,0.41,-0.4,1,2,,1
Robinson Chirinos C,Jun 9,3,0,0,0,1,0,4,0.129,0.233,0.228,0.46,15,8,-0.095,1.62,0.046,-0.14%,-0.02%,0.5,-0.8,2,0,,1
Jorge Mateo SS,Jun 9,3,1,1,0,0,1,3,0.212,0.242,0.352,0.594,16,10,0.051,1.19,0.104,-0.05%,0.01%,0.36,0.5,1,3,SB,1
Cedric Mullins CF,Jun 10,3,0,0,0,1,0,4,0.237,0.299,0.384,0.683,16,10,-0.031,0.33,0.001,-0.03%,-0.01%,0.09,-0.2,1,0,,1
Trey Mancini 1B,Jun 10,4,0,0,0,0,1,4,0.298,0.373,0.438,0.81,19,14,0.02,0.45,0.038,-0.02%,0.00%,0.12,-0.5,9,0,,1
Anthony Santander LF,Jun 10,4,1,2,1,0,2,4,0.236,0.337,0.409,0.746,22,15,-0.016,0.41,0.013,-0.03%,0.00%,0.11,0.5,1,0,HR,1
Austin Hays RF,Jun 10,3,0,0,0,0,0,3,0.291,0.356,0.458,0.814,5,4,-0.048,0.58,0,-0.05%,-0.01%,0.16,-0.7,4,0,,1
Ryan Mountcastle DH,Jun 10,4,0,0,0,0,3,4,0.25,0.293,0.418,0.711,24,16,-0.042,0.39,0,-0.04%,-0.01%,0.11,-1,,,,1
Rougned Odor 2B,Jun 10,4,0,0,0,0,1,4,0.212,0.27,0.4,0.67,17,11,-0.032,0.31,0,-0.03%,-0.01%,0.09,-1.1,1,1,GDP,1
Adley Rutschman C,Jun 10,3,0,1,0,0,0,3,0.153,0.231,0.22,0.451,7,4,-0.018,0.25,0.001,-0.02%,0.00%,0.07,0.2,7,0,2B,1
Tyler Nevin 3B,Jun 10,2,0,0,0,1,1,3,0.236,0.325,0.292,0.617,21,13,-0.026,0.37,0.002,-0.03%,0.00%,0.1,-0.1,0,4,,1
Jorge Mateo SS,Jun 10,3,0,0,0,0,1,3,0.209,0.238,0.346,0.584,10,7,-0.02,0.27,0,-0.02%,0.00%,0.07,-0.9,1,4,,1
Cedric Mullins CF,Jun 11,4,1,1,1,1,1,5,0.237,0.301,0.381,0.683,16,10,0.058,0.99,0.104,-0.05%,0.01%,0.25,0.5,0,0,SB,1
Trey Mancini LF,Jun 11,4,0,1,0,0,2,4,0.297,0.371,0.434,0.805,18,12,-0.095,1.02,0.024,-0.12%,-0.01%,0.25,-0.7,2,0,,1
Austin Hays RF,Jun 11,4,0,1,1,0,2,4,0.29,0.354,0.454,0.808,15,11,0.012,1.14,0.116,-0.10%,0.00%,0.28,-0.1,2,0,CS,1
Ryan Mountcastle 1B,Jun 11,4,1,1,0,0,1,4,0.25,0.292,0.415,0.707,16,9,-0.019,0.73,0.036,-0.05%,0.00%,0.18,-0.4,11,2,,1
Adley Rutschman DH,Jun 11,4,2,3,0,0,0,4,0.19,0.261,0.286,0.547,11,8,0.139,0.87,0.164,-0.02%,0.02%,0.21,1.5,,,2·2B,1
Tyler Nevin 3B,Jun 11,4,1,1,3,0,1,4,0.237,0.322,0.329,0.651,20,12,0.291,1.42,0.365,-0.07%,0.04%,0.35,1.6,2,2,HR,1
Robinson Chirinos C,Jun 11,3,0,1,0,1,0,4,0.135,0.242,0.231,0.472,13,8,-0.024,0.53,0.017,-0.04%,0.00%,0.13,-0.1,6,0,,1
Jorge Mateo SS,Jun 11,3,1,0,0,1,2,4,0.205,0.238,0.341,0.579,18,11,-0.017,0.55,0.026,-0.04%,0.00%,0.14,-0.3,1,3,,1
Richie Martin 2B,Jun 11,4,0,1,0,0,1,4,0.25,0.25,0.25,0.5,13,9,-0.018,0.87,0.041,-0.06%,0.00%,0.21,-0.3,0,3,,1
Cedric Mullins CF,Jun 12,6,1,4,2,0,0,6,0.248,0.309,0.388,0.698,25,15,0.02,0.35,0.046,-0.03%,0.00%,0.09,1.3,5,0,,1
Trey Mancini 1B,Jun 12,3,0,0,0,2,3,6,0.293,0.374,0.428,0.802,23,9,-0.032,0.34,0.012,-0.04%,-0.01%,0.09,-0.5,10,0,HBP,1
Anthony Santander LF,Jun 12,6,1,2,2,0,1,6,0.238,0.337,0.421,0.758,25,17,0.099,0.39,0.128,-0.03%,0.02%,0.1,1,0,0,HR,1
Austin Hays RF,Jun 12,5,0,3,2,0,0,5,0.297,0.359,0.462,0.821,16,10,0.071,0.37,0.073,0.00%,0.01%,0.1,1.5,5,0,2B,1
Adley Rutschman C,Jun 12,4,0,0,0,1,3,5,0.179,0.257,0.269,0.525,20,12,-0.048,0.36,0.001,-0.05%,-0.01%,0.1,-1.1,3,0,,1
Ryan Mountcastle DH,Jun 12,5,2,2,1,0,1,5,0.254,0.295,0.435,0.73,16,12,0.092,0.31,0.108,-0.02%,0.01%,0.09,-0.1,,,"HR,2B,GDP",1
Rougned Odor 2B,Jun 12,4,1,1,1,1,2,5,0.213,0.274,0.414,0.687,19,11,0.076,0.27,0.088,-0.01%,0.01%,0.07,0.4,2,1,HR,1
Tyler Nevin 3B,Jun 12,3,2,0,0,2,0,5,0.228,0.326,0.316,0.643,23,10,0.003,0.28,0.023,-0.02%,0.00%,0.07,-0.3,2,3,GDP,1
Richie Martin SS,Jun 12,5,3,3,2,0,1,5,0.444,0.444,0.889,1.333,23,14,0.094,0.34,0.102,-0.01%,0.01%,0.09,3.4,0,6,2·3B,1
Cedric Mullins CF,Jun 13,3,0,0,0,0,0,4,0.245,0.306,0.384,0.69,6,6,0.033,0.79,0.068,-0.03%,0.01%,0.29,-0.2,2,0,,1
Trey Mancini DH,Jun 13,2,0,0,0,0,1,3,0.29,0.373,0.424,0.797,11,6,-0.041,1.01,0.025,-0.07%,-0.01%,0.37,-0.5,,,HBP,1
Austin Hays RF,Jun 13,3,0,0,0,0,1,3,0.293,0.354,0.456,0.81,16,11,-0.008,0.83,0.02,-0.03%,0.00%,0.31,-0.3,3,0,,1
Rougned Odor 2B,Jun 13,3,0,0,0,1,0,4,0.209,0.273,0.407,0.68,13,8,-0.038,0.72,0.02,-0.06%,-0.01%,0.27,-0.5,6,2,,1
Ryan Mountcastle 1B,Jun 13,4,0,1,0,0,2,4,0.254,0.294,0.431,0.725,14,10,-0.068,0.67,0,-0.07%,-0.01%,0.25,-0.5,6,0,,1
Adley Rutschman C,Jun 13,4,1,1,0,0,0,4,0.183,0.256,0.268,0.524,12,8,-0.041,0.42,0,-0.04%,-0.01%,0.15,-0.9,5,0,GDP,1
Tyler Nevin 3B,Jun 13,4,0,0,0,0,2,4,0.217,0.313,0.301,0.614,18,12,-0.028,0.28,0,-0.03%,-0.01%,0.1,-0.4,0,2,,1
Kyle Stowers LF,Jun 13,3,0,1,1,0,1,4,0.333,0.5,0.667,1.167,15,9,-0.038,0.39,0.001,-0.04%,-0.01%,0.14,1,1,0,"2B,HBP",1
Jorge Mateo SS,Jun 13,4,0,2,0,0,2,4,0.212,0.244,0.344,0.588,14,11,-0.041,0.84,0.044,-0.09%,-0.01%,0.31,-0.6,0,2,CS,1
Cedric Mullins CF,Jun 14,5,0,1,1,0,1,5,0.244,0.304,0.38,0.684,18,11,-0.059,1.17,0.049,-0.11%,-0.01%,0.35,-0.5,1,0,,1
Austin Hays RF,Jun 14,5,1,1,1,0,1,5,0.291,0.351,0.464,0.815,13,10,0.049,0.89,0.146,-0.10%,0.01%,0.27,-0.5,1,0,"HR,GDP",1
Ryan Mountcastle 1B,Jun 14,5,2,3,2,0,0,5,0.262,0.301,0.46,0.761,14,9,0.287,0.63,0.309,-0.02%,0.05%,0.19,2.4,8,1,"HR,2·2B",1
Adley Rutschman DH,Jun 14,3,0,0,0,1,0,4,0.176,0.256,0.257,0.513,17,10,-0.019,0.79,0.01,-0.03%,0.00%,0.24,-0.3,,,,1
Tyler Nevin 3B,Jun 14,2,0,0,1,1,0,4,0.212,0.31,0.294,0.604,14,8,0.019,1.1,0.068,-0.05%,0.00%,0.33,0,0,3,SF,1
Ryan McKenna LF,Jun 14,4,1,0,0,0,0,4,0.241,0.311,0.315,0.626,11,9,-0.076,0.79,0,-0.08%,-0.01%,0.24,-0.9,1,0,,1
Jorge Mateo SS,Jun 14,3,1,1,0,1,2,4,0.214,0.249,0.344,0.593,15,9,-0.007,0.84,0.072,-0.08%,0.00%,0.26,0,2,2,"2·SB,CS",1
Robinson Chirinos C,Jun 14,4,0,2,1,0,2,4,0.148,0.25,0.259,0.509,20,11,0.097,0.58,0.138,-0.04%,0.02%,0.17,0.8,12,0,2·2B,1
Richie Martin 2B,Jun 14,2,1,0,0,2,1,4,0.333,0.429,0.667,1.095,20,8,0.063,0.88,0.082,-0.02%,0.01%,0.27,0.7,2,2,,1
Cedric Mullins DH,Jun 15,5,1,1,0,0,0,5,0.243,0.302,0.38,0.683,17,12,-0.153,1.35,0.014,-0.17%,-0.03%,0.46,-0.7,,,2B,1
Austin Hays RF,Jun 15,3,2,1,1,0,0,4,0.291,0.354,0.466,0.82,9,5,0.046,0.46,0.066,-0.02%,0.01%,0.16,1,2,0,"2B,HBP",1
Ryan Mountcastle 1B,Jun 15,4,2,2,3,0,1,4,0.267,0.305,0.49,0.795,11,9,0.343,0.76,0.367,-0.03%,0.07%,0.26,2.4,10,0,2·HR,1
Adley Rutschman C,Jun 15,4,1,2,2,0,0,4,0.192,0.267,0.321,0.588,18,12,0.09,0.79,0.139,-0.05%,0.02%,0.27,2.2,6,0,"HR,2B",1
Rougned Odor 2B,Jun 15,4,0,0,0,0,1,4,0.204,0.268,0.398,0.665,15,11,-0.125,1.2,0,-0.13%,-0.03%,0.41,-0.9,2,1,,1
Tyler Nevin 3B,Jun 15,4,0,0,0,0,2,4,0.202,0.298,0.281,0.579,17,10,-0.109,1.07,0,-0.11%,-0.02%,0.36,-0.8,0,3,,1
Kyle Stowers LF,Jun 15,4,0,0,0,0,3,4,0.143,0.25,0.286,0.536,12,11,-0.098,0.94,0,-0.10%,-0.02%,0.32,-0.8,1,0,,1
Jorge Mateo SS,Jun 15,3,0,0,0,0,2,4,0.21,0.245,0.338,0.584,15,11,-0.065,1.46,0,-0.07%,-0.01%,0.5,-0.6,2,5,SH,1
Ryan McKenna CF,Jun 15,4,0,0,0,0,2,4,0.224,0.292,0.293,0.585,14,12,-0.204,1.92,0,-0.20%,-0.04%,0.66,-1,4,0,,1
Cedric Mullins CF,Jun 16,5,2,3,0,0,1,5,0.25,0.307,0.385,0.692,14,8,0.086,0.56,0.088,0.00%,0.01%,0.16,0.7,2,0,SB,1
Austin Hays RF,Jun 16,5,2,1,1,0,1,5,0.289,0.351,0.474,0.824,19,12,0.061,0.63,0.101,-0.04%,0.01%,0.18,1.2,4,0,HR,1
Ryan Mountcastle 1B,Jun 16,5,1,2,2,0,1,5,0.27,0.307,0.488,0.795,11,9,0.119,0.54,0.122,0.00%,0.02%,0.16,0.9,10,0,,1
Adley Rutschman DH,Jun 16,4,2,1,1,1,0,5,0.195,0.275,0.329,0.604,18,8,0.071,0.56,0.072,0.00%,0.01%,0.17,1.3,,,2B,1
Rougned Odor 2B,Jun 16,3,1,2,2,0,0,4,0.212,0.272,0.413,0.685,14,11,-0.017,0.39,0.009,-0.03%,0.00%,0.12,1.1,2,1,"3B,SF",1
Tyler Nevin 3B,Jun 16,4,1,1,2,0,1,5,0.204,0.294,0.29,0.584,19,12,0.021,0.28,0.043,-0.02%,0.00%,0.08,0.3,0,5,"2B,SF",1
Ryan McKenna LF,Jun 16,5,1,2,1,0,2,5,0.238,0.3,0.317,0.617,15,13,0.013,0.21,0.03,-0.02%,0.00%,0.06,0.8,2,0,2B,1
Robinson Chirinos C,Jun 16,3,0,0,0,1,1,4,0.144,0.25,0.252,0.502,16,10,0.004,0.18,0.011,-0.01%,0.00%,0.05,-0.6,5,0,,1
Jorge Mateo SS,Jun 16,4,0,1,1,0,1,4,0.211,0.245,0.337,0.582,12,8,-0.004,0.28,0.019,-0.02%,0.00%,0.08,0.3,1,5,,1
Cedric Mullins CF,Jun 17,4,0,1,0,0,1,4,0.25,0.307,0.383,0.689,11,8,-0.04,0.98,0.046,-0.09%,-0.01%,0.33,0,2,0,2·SB,1
Trey Mancini 1B,Jun 17,4,0,1,0,0,3,4,0.29,0.372,0.425,0.797,18,10,-0.034,0.79,0.041,-0.08%,-0.01%,0.27,-0.4,3,0,2B,1
Anthony Santander RF,Jun 17,3,0,0,0,0,3,4,0.235,0.336,0.415,0.751,18,11,-0.071,0.92,0.007,-0.08%,-0.01%,0.31,-0.5,2,1,HBP,1
Austin Hays LF,Jun 17,4,0,0,0,0,1,4,0.284,0.345,0.466,0.811,15,10,-0.113,1.12,0,-0.11%,-0.02%,0.38,-1.2,0,0,,1
Ryan Mountcastle DH,Jun 17,4,1,1,0,0,0,4,0.27,0.306,0.488,0.794,17,10,0.005,0.93,0.075,-0.07%,0.00%,0.32,-0.5,,,2B,1
Adley Rutschman C,Jun 17,3,0,2,1,0,0,3,0.212,0.287,0.341,0.628,10,5,0.255,1.47,0.272,-0.02%,0.05%,0.49,1.5,13,1,,1
Rougned Odor 2B,Jun 17,3,0,0,0,0,1,3,0.209,0.268,0.406,0.675,13,9,-0.096,1.02,0,-0.10%,-0.02%,0.34,-0.9,2,1,,1
Tyler Nevin 3B,Jun 17,1,0,0,0,0,0,3,0.202,0.304,0.287,0.591,7,3,0.005,1.24,0.045,-0.04%,0.00%,0.42,0.2,1,0,2·HBP,1
Jorge Mateo SS,Jun 17,3,0,0,0,0,2,3,0.208,0.242,0.332,0.573,9,7,-0.125,1.66,0,-0.13%,-0.03%,0.56,-1.1,4,1,,1
Austin Hays DH,Jun 18,4,1,1,0,1,2,5,0.284,0.346,0.462,0.808,27,18,-0.028,1.07,0.056,-0.08%,-0.01%,0.43,0.2,,,,1
Trey Mancini RF,Jun 18,5,1,0,0,0,0,5,0.283,0.364,0.416,0.78,18,11,-0.074,0.97,0.022,-0.10%,-0.02%,0.39,-0.8,3,1,,1
Ryan Mountcastle 1B,Jun 18,4,1,2,1,1,2,5,0.274,0.312,0.489,0.801,18,9,-0.021,1.48,0.092,-0.11%,-0.01%,0.59,0.5,6,1,,1
Anthony Santander LF,Jun 18,5,1,2,1,0,1,5,0.239,0.337,0.414,0.752,19,15,0.166,1.68,0.269,-0.10%,0.04%,0.67,1.2,0,0,,1
Tyler Nevin 3B,Jun 18,5,1,1,0,0,1,5,0.202,0.299,0.283,0.582,30,19,-0.168,1.62,0.037,-0.21%,-0.04%,0.65,-1,1,2,,1
Ryan McKenna CF,Jun 18,2,1,1,0,0,1,2,0.246,0.306,0.323,0.629,6,4,0.029,1.33,0.057,-0.03%,0.01%,0.53,0.4,2,0,,1
Robinson Chirinos C,Jun 18,4,0,3,4,0,0,4,0.165,0.265,0.287,0.552,18,11,0.382,2.02,0.41,-0.03%,0.09%,0.81,3.7,9,1,"2·2B,SB",1
Jorge Mateo SS,Jun 18,4,0,0,0,0,0,4,0.204,0.237,0.325,0.562,21,16,-0.162,1.58,0,-0.16%,-0.04%,0.63,-1.2,2,1,,1
Richie Martin 2B,Jun 18,2,0,0,0,0,2,2,0.267,0.353,0.533,0.886,10,6,-0.082,1.2,0,-0.08%,-0.02%,0.48,-0.9,2,1,,1
Cedric Mullins CF,Jun 19,4,0,1,1,0,2,4,0.249,0.307,0.383,0.69,20,13,0.018,0.74,0.11,-0.09%,0.00%,0.26,-0.2,3,0,2B,1
Ryan Mountcastle 1B,Jun 19,4,0,0,0,0,2,4,0.269,0.307,0.48,0.787,18,13,-0.063,0.64,0,-0.06%,-0.01%,0.23,-0.8,8,1,,1
Anthony Santander DH,Jun 19,2,1,2,1,1,0,3,0.246,0.345,0.433,0.778,13,9,0.136,0.67,0.136,0.00%,0.03%,0.24,1.4,,,HR,1
Austin Hays LF,Jun 19,3,0,0,0,0,1,3,0.28,0.342,0.456,0.798,8,6,-0.069,0.89,0,-0.07%,-0.01%,0.31,-0.9,1,0,,1
Adley Rutschman C,Jun 19,3,0,0,0,0,2,3,0.205,0.278,0.33,0.608,17,11,-0.062,0.79,0,-0.06%,-0.01%,0.28,-0.7,10,0,,1
Rougned Odor 2B,Jun 19,3,0,0,0,0,0,3,0.203,0.262,0.396,0.658,10,6,-0.047,0.63,0,-0.05%,-0.01%,0.22,-0.5,0,3,,1
Tyler Nevin 3B,Jun 19,3,0,0,0,0,0,3,0.196,0.292,0.275,0.566,9,8,-0.033,0.44,0,-0.03%,-0.01%,0.15,-0.4,0,1,,1
Ryan McKenna RF,Jun 19,3,1,1,0,0,0,3,0.25,0.307,0.324,0.63,6,6,0.001,0.67,0.032,-0.03%,0%,0.23,0.1,3,1,,1
Jorge Mateo SS,Jun 19,2,0,0,0,0,0,3,0.202,0.239,0.322,0.561,11,6,-0.007,0.81,0.038,-0.05%,0.00%,0.28,0.1,1,2,"SB,HBP",1
Cedric Mullins CF,Jun 20,4,0,0,0,0,1,4,0.245,0.303,0.377,0.68,8,6,-0.065,1.07,0.026,-0.09%,-0.01%,0.36,-0.6,5,0,,1
Trey Mancini DH,Jun 20,4,0,1,0,0,0,4,0.283,0.363,0.413,0.776,16,10,-0.065,0.99,0.026,-0.09%,-0.01%,0.34,-0.3,,,,1
Anthony Santander RF,Jun 20,4,0,0,0,0,1,4,0.241,0.34,0.425,0.765,16,12,-0.095,0.95,0,-0.10%,-0.02%,0.32,-0.8,1,0,,1
Austin Hays LF,Jun 20,4,0,0,0,0,4,4,0.276,0.337,0.449,0.786,23,16,-0.093,0.91,0,-0.09%,-0.02%,0.3,-0.8,2,0,,1
